source_name,source_job_id,job_fingerprint,title,company_name,location_city,location_country,posting_date,source_url
tanqeeb,21223400,,Customs Tariff Classifier and Data Entry Clerk,مؤسسة الرفاع العربية للتخليص الجمركي,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021223400.html
tanqeeb,21219368,,Supervisor Water Sport,Red Sea Global,,Saudi Arabia,2026-09-08,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021219368.html
tanqeeb,21217105,,Supervisor,Red Sea Global,,Saudi Arabia,2026-09-07,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021217105.html
tanqeeb,21217023,,Manager - Wellness Operational Integration,Red Sea Global,Jeddah,Saudi Arabia,2026-09-07,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021217023.html
tanqeeb,21215901,,Manager - Customer Service,Red Sea Global,,Saudi Arabia,2026-09-07,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021215901.html
tanqeeb,21215900,,Supervisor - Water Sport,Red Sea Global,,Saudi Arabia,2026-09-07,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021215900.html
tanqeeb,21215392,,Customer Service Manager,Red Sea Global,,Saudi Arabia,2026-09-06,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021215392.html
tanqeeb,21214309,,Manager Maintenance and Operations Support,Red Sea Global,Riyadh,Saudi Arabia,2026-09-06,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021214309.html
tanqeeb,21212604,,Manager Maintenance and Operations Support,Red Sea Global,,Saudi Arabia,2026-09-06,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021212604.html
tanqeeb,21212537,,Specialist Admin and Business Support,Red Sea Global,,Saudi Arabia,2026-09-06,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021212537.html
tanqeeb,21211266,,Manager - Maintenance and Operations Support,Red Sea Global,,Saudi Arabia,2026-09-04,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021211266.html
tanqeeb,21209810,,Manager - Maintenance and Operations Support,Red Sea Global,,Saudi Arabia,2026-09-03,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021209810.html
tanqeeb,21209761,,Senior Manager Logistics Centers,Red Sea Global,,Saudi Arabia,2026-09-03,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021209761.html
tanqeeb,21206576,,Specialist - Admin and Business Support,Red Sea Global,,Saudi Arabia,2026-09-02,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021206576.html
tanqeeb,21204702,,Senior Manager - Residential Marketing,Red Sea Global,Jeddah,Saudi Arabia,2026-09-02,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021204702.html
tanqeeb,21204650,,Events and Sponsorship Manager,Red Sea Global,Jeddah,Saudi Arabia,2026-09-02,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021204650.html
tanqeeb,21202173,,Senior Logistics Centers Manager,Red Sea Global,,Saudi Arabia,2026-09-01,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021202173.html
tanqeeb,21202168,,Admin and Business Support Specialist,Red Sea Global,,Saudi Arabia,2026-09-01,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021202168.html
tanqeeb,21218001,,Executive Secretary,عبد الاله عبد الرحمن الحسين و شريكة للنقليات,Riyadh,Saudi Arabia,2026-09-07,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021218001.html
tanqeeb,21197169,,مدير تشغيل – قطاع النقل المبرد والجاف والخدمات اللوجستية,شركة افاقكم,Jeddah,Saudi Arabia,2026-08-31,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021197169.html
tanqeeb,21183479,,Loading and Unloading Representative,خطوات القافله,Jeddah,Saudi Arabia,2026-08-24,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021183479.html
tanqeeb,21181089,,Transport & Accommodation Supervisor,SW,Riyadh,Saudi Arabia,2026-08-23,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021181089.html
tanqeeb,21180649,,Data Entry,QAWAM Logistics,Makkah,Saudi Arabia,2026-08-22,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021180649.html
tanqeeb,21169393,,Sales Supervisor,Power Flx,Jeddah,Saudi Arabia,2026-08-18,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021169393.html
tanqeeb,21169106,,warehouse supervisor,Electronic signal Company,Riyadh,Saudi Arabia,2026-08-18,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021169106.html
tanqeeb,21164737,,Male Cleaners,Mirror Prime Venture Co.,Riyadh,Saudi Arabia,2026-08-16,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021164737.html
tanqeeb,21174783,,EPMS Engineer,Air Products,Duba,Saudi Arabia,2026-08-19,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021174783.html
tanqeeb,21120951,,Restaurant Receptionist,,Jeddah,Saudi Arabia,2026-08-02,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021120951.html
tanqeeb,21093162,,Restaurant Hostess,Creative Hospitality,Jeddah,Saudi Arabia,2026-07-22,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021093162.html
tanqeeb,21076790,,Restaurant Guest Relation (Hostess),Four Seasons Hotels and Resorts,,Saudi Arabia,2026-07-17,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021076790.html
tanqeeb,21222780,,Sales Executive,Noble Horizon,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222780.html
tanqeeb,21222759,,Sales Executive,DiaPRO,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222759.html
tanqeeb,21222746,,Sales Representative,CES - MATLAB® in the Middle East,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222746.html
tanqeeb,21222706,,Technical Sales Representative,Ground 9 Flooring,Eastern,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222706.html
tanqeeb,21222585,,Project Sales Executive,Gowin (Office Furniture Solutions),Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222585.html
tanqeeb,21219794,,Sales Executive TT,MBRF,Jeddah,Saudi Arabia,2026-09-08,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021219794.html
tanqeeb,21219781,,Sales Executive FS,MBRF,Jeddah,Saudi Arabia,2026-09-08,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021219781.html
tanqeeb,21219674,,Sales Representative,,Jeddah,Saudi Arabia,2026-09-08,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021219674.html
tanqeeb,21222720,,Civil Engineer,Confidential Jobs,Eastern,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222720.html
tanqeeb,21222612,,Civil Engineer,Confidential Careers,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222612.html
tanqeeb,21219389,,Civil Engineer,Dallah Albaraka,,Saudi Arabia,2026-09-08,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021219389.html
tanqeeb,21216832,,Civil Engineer II,,Jeddah,Saudi Arabia,2026-09-07,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021216832.html
tanqeeb,21214393,,Civil Engineer,Caddell Construction,Jeddah,Saudi Arabia,2026-09-06,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021214393.html
tanqeeb,21214319,,Civil Engineer,Gulf Engineering House Consulting,Jeddah,Saudi Arabia,2026-09-06,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021214319.html
tanqeeb,21213589,,Civil Engineer,شركة الفيصلية العربية للمقاولات,Makkah,Saudi Arabia,2026-09-06,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021213589.html
tanqeeb,21213508,,Civil Engineer Airport Exp,Egis,Makkah,Saudi Arabia,2026-09-06,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021213508.html
tanqeeb,21219663,,Senior Merchandiser,PepsiCo,Jeddah,Saudi Arabia,2026-09-08,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021219663.html
tanqeeb,21213372,,Civil Engineer,شركة سفك,Khamis Mushait,Saudi Arabia,2026-09-06,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021213372.html
tanqeeb,21222714,,Solution Architect & Project Manager,NextEra,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222714.html
tanqeeb,21222677,,Senior Project Manager,Horizontal Digital,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222677.html
tanqeeb,21222566,,Project Manager,Lancesoft Middle East,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222566.html
tanqeeb,21222515,,Project Manager,Lancesoft Middle East,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222515.html
tanqeeb,21222510,,Cap Ex Engineering Project Manager,ARM International,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222510.html
tanqeeb,21222509,,Project Manager,Lancesoft Middle East,Jeddah,Saudi Arabia,2026-09-09,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021222509.html
tanqeeb,21219810,,Project Manager,Key Talent Solutions,Jeddah,Saudi Arabia,2026-09-08,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021219810.html
tanqeeb,21165430,,Visual Merchandiser,مجمع العائلة,Riyadh,Saudi Arabia,2026-08-17,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021165430.html
tanqeeb,21152086,,Salesperson and Cashier,sfaqat,Jeddah,Saudi Arabia,2026-08-11,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021152086.html
tanqeeb,21120899,,Seller,,Jubail,Saudi Arabia,2026-08-02,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021120899.html
tanqeeb,21113423,,IT SUPPORT,,Riyadh,Saudi Arabia,2026-07-29,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021113423.html
tanqeeb,21094117,,Required Accountant - Remote,,Riyadh,Saudi Arabia,2026-07-22,https://saudi.tanqeeb.com/jobs-in-saudi/all/jobs/021094117.html
